,NFLOOR,YRCON,WKHRS,NWKER,HEATP,COOLP,PCTERMN,LAPTPN,PRNTRN,COPIERN,LTOHRP,LTNHRP,DAYLTP,OPEN24,OPNWE,PBAPLUS,RENRFF,RENINS,CENDIV,PBA,FREESTN,RFTILT,WLCNS,BLDSHP,BLDSHP,YRCONC,RENHVC,RENWIN,RENLGT,RENELC,RENINS,RENSTR
1138,1,1963,60,6,100.0,100.0,6.0,1.0,6.0,2.0,90.0,5.0,100.0,2,2,7,1.0,2.0,9,2,1.0,2,3,4.0,4.0,4,2.0,1.0,2.0,1.0,2.0,2.0
1141,5,1962,72,75,90.0,80.0,50.0,200.0,100.0,5.0,95.0,10.0,0.0,2,2,27,2.0,2.0,3,14,1.0,1,3,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,2.0
1142,1,1989,60,4,70.0,15.0,2.0,0.0,2.0,1.0,75.0,10.0,0.0,2,1,47,2.0,2.0,2,26,1.0,2,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1145,1,1978,50,100,35.0,35.0,80.0,10.0,15.0,12.0,80.0,0.0,40.0,2,2,10,2.0,2.0,8,5,1.0,1,3,2.0,2.0,5,1.0,2.0,2.0,2.0,2.0,2.0
1147,2,1985,90,50,90.0,100.0,50.0,20.0,15.0,3.0,75.0,5.0,10.0,2,2,2,2.0,2.0,9,2,1.0,1,2,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1148,3,1978,102,50,99.0,99.0,20.0,4.0,6.0,1.0,90.0,15.0,10.0,2,1,24,1.0,1.0,4,13,1.0,3,1,6.0,6.0,5,1.0,2.0,1.0,1.0,1.0,2.0
1152,1,1998,119,100,100.0,100.0,200.0,0.0,8.0,3.0,70.0,33.0,0.0,2,1,42,2.0,2.0,9,25,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1156,1,1956,168,50,100.0,100.0,65.0,16.0,4.0,1.0,95.0,40.0,0.0,1,1,16,2.0,2.0,7,7,1.0,1,1,2.0,2.0,3,2.0,2.0,1.0,2.0,2.0,2.0
1157,3,995,80,100,90.0,1.0,30.0,20.0,30.0,5.0,100.0,0.0,0.0,2,2,9,1.0,2.0,3,5,1.0,1,1,2.0,2.0,2,2.0,2.0,1.0,2.0,2.0,2.0
1159,1,1985,108,60,100.0,15.0,65.0,0.0,2.0,2.0,100.0,10.0,0.0,2,1,10,2.0,2.0,3,5,1.0,2,2,1.0,1.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1160,1,1996,24,1,100.0,100.0,2.0,0.0,2.0,2.0,25.0,0.0,50.0,2,2,7,2.0,2.0,4,2,1.0,3,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1161,1,1989,75,58,85.0,89.0,41.0,15.0,17.0,2.0,76.0,13.0,19.0,2,1,50,1.0,2.0,5,23,1.0,3,1,2.0,2.0,6,2.0,2.0,1.0,1.0,2.0,2.0
1163,2,995,86,15,100.0,60.0,6.0,2.0,4.0,1.0,100.0,10.0,0.0,2,1,33,2.0,2.0,2,15,1.0,1,3,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0
1164,3,1998,168,30,100.0,100.0,20.0,0.0,3.0,1.0,75.0,20.0,50.0,1,1,36,2.0,2.0,8,17,1.0,3,1,10.0,10.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1169,3,995,84,5,100.0,66.0,5.0,2.0,2.0,1.0,50.0,10.0,0.0,2,1,14,1.0,1.0,4,6,1.0,2,1,2.0,2.0,1,1.0,2.0,2.0,2.0,1.0,1.0
1173,1,1960,50,3,100.0,100.0,4.0,0.0,1.0,1.0,1.0,1.0,20.0,2,1,3,2.0,2.0,3,2,1.0,2,4,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0
1175,1,1988,76,3,100.0,100.0,4.0,1.0,3.0,1.0,100.0,15.0,0.0,2,1,2,1.0,2.0,6,2,1.0,2,4,2.0,2.0,6,1.0,2.0,2.0,2.0,2.0,2.0
1177,4,995,40,53,100.0,100.0,56.0,0.0,20.0,13.0,85.0,10.0,25.0,2,2,52,2.0,2.0,4,7,1.0,1,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
1181,1,1958,40,10,100.0,90.0,6.0,12.0,3.0,3.0,25.0,5.0,50.0,2,2,47,2.0,2.0,5,26,1.0,1,1,1.0,1.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1183,1,1981,72,45,100.0,100.0,250.0,200.0,30.0,2.0,100.0,20.0,0.0,2,1,29,2.0,2.0,8,14,1.0,1,3,4.0,4.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1186,3,1976,84,4,100.0,100.0,1.0,1.0,3.0,1.0,100.0,25.0,0.0,2,1,26,1.0,2.0,2,13,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,2.0,2.0,2.0
1188,3,995,168,8,100.0,80.0,4.0,1.0,4.0,1.0,100.0,35.0,0.0,1,1,37,2.0,2.0,2,18,1.0,3,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0
1190,5,1975,68,50,100.0,90.0,16.0,1.0,1.0,1.0,100.0,10.0,33.0,2,1,19,2.0,2.0,2,8,1.0,1,1,2.0,2.0,5,1.0,2.0,1.0,2.0,2.0,2.0
1191,4,1972,100,140,100.0,95.0,210.0,20.0,50.0,10.0,100.0,20.0,10.0,2,1,27,1.0,2.0,6,14,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,2.0,2.0,2.0
1192,5,1987,70,85,100.0,100.0,93.0,19.0,20.0,15.0,100.0,15.0,0.0,2,2,2,2.0,2.0,2,2,1.0,1,2,1.0,1.0,6,2.0,2.0,1.0,2.0,2.0,2.0
1196,4,1962,168,500,100.0,100.0,60.0,30.0,10.0,10.0,100.0,80.0,0.0,1,1,36,1.0,2.0,5,17,1.0,1,1,11.0,11.0,4,1.0,2.0,2.0,2.0,2.0,2.0
1198,2,1965,55,11,100.0,100.0,10.0,5.0,5.0,2.0,75.0,5.0,0.0,2,2,9,2.0,2.0,5,5,1.0,2,1,1.0,1.0,4,2.0,2.0,2.0,2.0,2.0,2.0
1199,1,1986,60,4,50.0,50.0,3.0,0.0,3.0,1.0,100.0,10.0,25.0,2,1,41,2.0,2.0,9,25,1.0,2,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1201,1,1980,40,50,100.0,100.0,23.0,35.0,40.0,5.0,85.0,5.0,30.0,2,2,2,1.0,2.0,5,2,1.0,2,1,1.0,1.0,6,1.0,2.0,1.0,1.0,2.0,2.0
1202,1,1990,50,30,100.0,33.0,12.0,5.0,7.0,2.0,100.0,10.0,0.0,2,2,45,1.0,2.0,7,26,1.0,2,5,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1206,1,1995,50,19,100.0,95.0,25.0,25.0,3.0,2.0,80.0,5.0,2.0,2,2,29,2.0,2.0,5,14,1.0,1,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1207,2,2006,50,25,100.0,40.0,12.0,3.0,10.0,1.0,50.0,0.0,60.0,2,2,41,2.0,2.0,5,25,1.0,2,5,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1208,1,1980,40,5,100.0,100.0,5.0,3.0,5.0,2.0,100.0,10.0,0.0,2,2,2,2.0,2.0,6,2,1.0,2,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1210,2,1986,42,6,100.0,100.0,6.0,0.0,1.0,1.0,100.0,100.0,0.0,2,1,24,2.0,1.0,5,13,1.0,3,3,2.0,2.0,6,1.0,1.0,1.0,2.0,1.0,2.0
1211,3,1965,49,52,100.0,100.0,21.0,6.0,12.0,4.0,50.0,5.0,0.0,2,1,21,1.0,2.0,6,12,1.0,1,1,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,1.0
1212,1,1979,84,73,100.0,100.0,39.0,6.0,11.0,7.0,99.0,16.0,4.0,2,1,50,1.0,1.0,3,23,1.0,2,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0
1214,2,1997,60,120,100.0,100.0,70.0,25.0,25.0,15.0,100.0,25.0,20.0,2,1,18,2.0,2.0,5,8,1.0,1,3,2.0,2.0,7,1.0,1.0,2.0,2.0,2.0,2.0
1215,5,1952,40,175,100.0,100.0,150.0,20.0,30.0,5.0,100.0,10.0,0.0,2,2,4,2.0,2.0,2,2,1.0,3,1,11.0,11.0,3,1.0,2.0,2.0,1.0,2.0,2.0
1217,6,1960,68,75,100.0,100.0,60.0,47.0,4.0,5.0,100.0,20.0,80.0,2,1,2,2.0,2.0,5,2,1.0,1,1,5.0,5.0,4,2.0,2.0,2.0,2.0,2.0,2.0
1219,6,1955,53,220,100.0,100.0,100.0,32.0,20.0,2.0,85.0,0.0,40.0,2,1,4,1.0,1.0,8,2,1.0,1,1,2.0,2.0,3,1.0,1.0,1.0,2.0,1.0,1.0
1221,1,1997,168,100,100.0,100.0,21.0,4.0,22.0,4.0,98.0,25.0,0.0,1,1,36,1.0,2.0,8,17,1.0,1,1,7.0,7.0,7,1.0,2.0,1.0,2.0,2.0,2.0
1224,6,1984,60,250,100.0,100.0,200.0,50.0,200.0,22.0,100.0,0.0,0.0,2,2,2,2.0,2.0,9,2,1.0,1,6,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1227,1,1997,40,25,100.0,100.0,25.0,30.0,10.0,2.0,100.0,10.0,90.0,2,2,28,2.0,2.0,7,14,1.0,2,1,10.0,10.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1230,1,2005,60,74,100.0,100.0,142.0,294.0,20.0,5.0,100.0,10.0,25.0,2,2,28,2.0,2.0,5,14,1.0,2,3,4.0,4.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1233,3,1975,60,20,100.0,100.0,4.0,10.0,3.0,3.0,100.0,0.0,60.0,2,2,2,1.0,1.0,5,2,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0
1235,3,1954,35,4,100.0,100.0,1.0,0.0,3.0,1.0,50.0,20.0,0.0,2,1,21,2.0,2.0,4,12,1.0,3,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1236,3,2006,45,139,100.0,95.0,7.0,250.0,6.0,4.0,90.0,5.0,30.0,2,2,28,2.0,2.0,4,14,1.0,1,1,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1237,6,1976,168,600,100.0,95.0,730.0,165.0,700.0,35.0,95.0,90.0,5.0,1,1,35,1.0,2.0,8,16,1.0,1,1,2.0,2.0,5,1.0,2.0,1.0,1.0,2.0,2.0
1238,5,1954,73,210,100.0,10.0,363.0,850.0,114.0,26.0,98.0,15.0,0.0,2,1,29,1.0,2.0,2,14,1.0,1,3,11.0,11.0,3,1.0,1.0,1.0,1.0,2.0,2.0
1240,4,1950,168,8,98.0,98.0,13.0,3.0,10.0,1.0,90.0,85.0,0.0,1,1,40,2.0,2.0,7,18,1.0,3,1,7.0,7.0,3,1.0,1.0,1.0,2.0,2.0,2.0
1244,12,2004,65,1000,98.0,84.0,1000.0,50.0,120.0,50.0,90.0,5.0,10.0,2,1,4,2.0,2.0,3,2,1.0,1,6,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1248,2,2005,60,40,100.0,100.0,18.0,2.0,12.0,1.0,100.0,0.0,0.0,2,1,46,2.0,2.0,1,26,1.0,1,3,1.0,1.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1249,2,1985,42,6,100.0,100.0,5.0,0.0,3.0,2.0,100.0,20.0,0.0,2,1,19,1.0,2.0,8,8,1.0,1,1,2.0,2.0,6,2.0,1.0,1.0,2.0,2.0,2.0
1251,1,1994,48,6,85.0,85.0,6.0,0.0,3.0,2.0,85.0,10.0,0.0,2,1,42,1.0,2.0,4,25,1.0,2,4,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1252,4,1980,168,31,100.0,99.0,35.0,8.0,5.0,4.0,79.0,2.0,10.0,1,1,22,2.0,2.0,3,13,1.0,1,1,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1254,3,2002,72,100,100.0,100.0,100.0,10.0,30.0,6.0,90.0,10.0,10.0,2,1,23,2.0,2.0,5,13,1.0,1,1,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
1255,10,1986,168,300,75.0,100.0,350.0,150.0,50.0,10.0,90.0,80.0,0.0,1,1,2,2.0,2.0,5,2,1.0,1,3,2.0,2.0,6,1.0,2.0,1.0,2.0,2.0,2.0
1256,1,1988,72,108,80.0,80.0,104.0,27.0,38.0,3.0,71.0,18.0,16.0,2,1,50,1.0,2.0,5,23,1.0,1,3,6.0,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1259,2,1984,50,9,90.0,100.0,6.0,2.0,7.0,1.0,90.0,0.0,20.0,2,1,21,2.0,2.0,1,12,1.0,3,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1261,4,1989,168,75,90.0,100.0,70.0,10.0,10.0,10.0,90.0,95.0,10.0,1,1,25,2.0,2.0,5,13,1.0,3,1,8.0,8.0,6,1.0,2.0,2.0,2.0,2.0,2.0
1262,1,1955,40,16,100.0,20.0,5.0,3.0,3.0,1.0,100.0,0.0,0.0,2,2,47,2.0,2.0,4,26,1.0,3,1,3.0,3.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1267,3,1982,73,44,100.0,60.0,70.0,1.0,20.0,2.0,100.0,10.0,0.0,2,1,7,2.0,2.0,3,2,1.0,1,1,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1271,1,2003,50,8,100.0,100.0,9.0,1.0,5.0,1.0,100.0,0.0,0.0,2,2,2,2.0,2.0,6,2,1.0,2,4,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
1272,1,1975,63,9,100.0,100.0,9.0,2.0,4.0,1.0,86.0,7.0,5.0,2,1,50,2.0,2.0,9,23,1.0,1,2,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1274,7,1959,168,800,100.0,80.0,200.0,350.0,100.0,50.0,100.0,75.0,10.0,1,1,35,1.0,2.0,2,16,1.0,1,1,4.0,4.0,3,1.0,1.0,1.0,2.0,2.0,2.0
1277,4,995,168,12,100.0,25.0,8.0,90.0,5.0,1.0,0.0,0.0,25.0,1,1,40,2.0,2.0,2,18,1.0,1,1,9.0,9.0,2,2.0,2.0,2.0,2.0,2.0,2.0
1279,2,1980,70,203,100.0,100.0,138.0,40.0,56.0,7.0,96.0,13.0,7.0,2,1,50,2.0,2.0,4,23,1.0,1,1,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1283,13,1970,168,1200,100.0,100.0,635.0,25.0,75.0,20.0,90.0,10.0,25.0,1,1,35,2.0,2.0,1,16,1.0,1,1,8.0,8.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1284,3,1963,72,30,100.0,95.0,80.0,4.0,10.0,2.0,100.0,5.0,0.0,2,1,28,1.0,2.0,4,14,1.0,1,1,2.0,2.0,4,1.0,2.0,2.0,2.0,2.0,2.0
1285,4,1951,45,80,100.0,80.0,80.0,12.0,15.0,6.0,100.0,25.0,0.0,2,2,2,2.0,2.0,7,2,1.0,1,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1286,7,995,60,200,90.0,85.0,246.0,20.0,10.0,6.0,85.0,0.0,1.0,2,2,2,2.0,2.0,1,2,1.0,1,1,2.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2.0
1288,1,1993,80,81,100.0,100.0,36.0,11.0,18.0,4.0,87.0,8.0,8.0,2,1,50,2.0,2.0,2,23,1.0,2,1,9.0,9.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1289,1,1995,83,9,100.0,100.0,12.0,0.0,4.0,1.0,100.0,10.0,0.0,2,1,42,2.0,2.0,7,25,1.0,1,1,1.0,1.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1290,2,1985,168,80,100.0,100.0,75.0,50.0,10.0,4.0,57.0,0.0,0.0,1,1,6,1.0,2.0,9,2,1.0,1,2,5.0,5.0,6,1.0,2.0,2.0,2.0,2.0,2.0
1292,4,1990,60,950,100.0,100.0,500.0,400.0,60.0,38.0,100.0,10.0,5.0,2,2,2,2.0,2.0,2,2,1.0,2,1,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1295,1,1979,60,50,100.0,40.0,30.0,0.0,15.0,10.0,100.0,10.0,2.0,2,1,6,2.0,2.0,7,2,1.0,1,1,6.0,6.0,5,1.0,1.0,2.0,2.0,2.0,2.0
1296,1,1958,70,3,75.0,75.0,3.0,2.0,2.0,1.0,75.0,15.0,15.0,2,1,7,2.0,2.0,5,2,1.0,1,3,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1297,7,2006,168,800,100.0,100.0,800.0,100.0,600.0,100.0,100.0,80.0,40.0,1,1,35,2.0,2.0,9,16,1.0,1,2,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1298,3,2006,60,250,100.0,100.0,200.0,1420.0,75.0,20.0,100.0,0.0,30.0,2,1,29,2.0,2.0,5,14,1.0,1,1,11.0,11.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1300,2,1996,40,15,8.0,8.0,10.0,2.0,6.0,1.0,8.0,0.0,90.0,2,2,9,2.0,2.0,8,5,1.0,2,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1301,1,2001,78,20,100.0,100.0,10.0,6.0,8.0,3.0,85.0,18.0,16.0,2,1,50,2.0,2.0,5,23,1.0,3,1,2.0,2.0,8,1.0,2.0,1.0,2.0,2.0,2.0
1302,994,1982,168,4250,100.0,100.0,3595.0,1420.0,600.0,120.0,100.0,90.0,0.0,1,1,35,1.0,1.0,3,16,1.0,1,1,11.0,11.0,6,1.0,1.0,1.0,1.0,1.0,1.0
1304,1,2002,40,12,100.0,75.0,9.0,2.0,3.0,1.0,100.0,0.0,20.0,2,2,2,2.0,2.0,7,2,1.0,2,5,2.0,2.0,8,2.0,2.0,2.0,2.0,2.0,2.0
1307,1,1991,70,58,80.0,85.0,21.0,13.0,15.0,2.0,75.0,10.0,19.0,2,1,50,2.0,2.0,9,23,1.0,1,1,3.0,3.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1310,1,1989,40,40,100.0,100.0,100.0,0.0,30.0,2.0,2.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,1,3,11.0,11.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1311,1,1993,130,60,100.0,2.0,30.0,8.0,100.0,3.0,100.0,0.0,0.0,2,1,10,1.0,2.0,8,5,1.0,1,3,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1315,5,2007,168,600,100.0,100.0,1000.0,300.0,520.0,75.0,90.0,60.0,5.0,1,1,35,1.0,1.0,3,16,1.0,1,3,2.0,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0
1316,1,1983,55,10,100.0,100.0,23.0,0.0,3.0,1.0,100.0,5.0,0.0,2,2,19,2.0,2.0,8,8,1.0,1,1,2.0,2.0,6,1.0,2.0,2.0,2.0,2.0,2.0
1317,1,1970,48,10,10.0,10.0,6.0,7.0,4.0,1.0,100.0,0.0,0.0,2,2,10,2.0,2.0,9,5,1.0,1,2,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1319,2,1984,55,40,100.0,100.0,111.0,10.0,33.0,3.0,100.0,0.0,0.0,2,2,28,2.0,2.0,5,14,1.0,1,1,5.0,5.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1320,3,1982,168,500,100.0,100.0,300.0,200.0,50.0,100.0,100.0,50.0,10.0,1,1,25,1.0,1.0,5,13,1.0,1,1,3.0,3.0,6,1.0,1.0,1.0,1.0,1.0,1.0
1324,2,1970,45,10,100.0,100.0,13.0,0.0,2.0,1.0,100.0,0.0,15.0,2,2,19,2.0,2.0,6,8,1.0,2,9,5.0,5.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1326,10,2000,168,5,1.0,100.0,20.0,100.0,8.0,2.0,50.0,20.0,5.0,1,1,37,2.0,2.0,5,18,1.0,1,3,5.0,5.0,8,2.0,2.0,2.0,2.0,2.0,2.0
1328,13,1957,45,200,60.0,65.0,200.0,30.0,180.0,15.0,65.0,10.0,5.0,2,2,6,2.0,2.0,9,2,1.0,1,3,4.0,4.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1330,2,1956,59,77,100.0,35.0,85.0,8.0,30.0,12.0,100.0,5.0,10.0,2,1,10,2.0,2.0,5,5,1.0,1,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1331,2,2006,74,30,25.0,25.0,12.0,2.0,5.0,1.0,75.0,0.0,25.0,2,1,49,2.0,2.0,9,91,1.0,1,2,2.0,2.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1333,10,1979,50,350,75.0,80.0,2000.0,200.0,35.0,100.0,90.0,50.0,10.0,2,2,6,1.0,2.0,7,2,1.0,1,2,9.0,9.0,5,2.0,2.0,1.0,2.0,2.0,2.0
1334,2,1955,70,5,80.0,80.0,5.0,3.0,5.0,1.0,91.0,11.0,7.0,2,1,50,1.0,2.0,1,23,1.0,2,4,2.0,2.0,3,1.0,2.0,1.0,1.0,2.0,2.0
1339,1,1971,48,6,100.0,100.0,3.0,0.0,3.0,1.0,100.0,5.0,20.0,2,1,21,1.0,2.0,5,12,1.0,2,1,9.0,9.0,5,1.0,2.0,2.0,2.0,2.0,2.0
1340,2,2005,50,9,100.0,100.0,34.0,4.0,3.0,1.0,95.0,5.0,0.0,2,1,28,2.0,2.0,3,14,1.0,3,5,8.0,8.0,9,2.0,2.0,2.0,2.0,2.0,2.0
1341,995,1976,168,400,100.0,100.0,500.0,20.0,500.0,25.0,80.0,20.0,90.0,1,1,38,2.0,2.0,5,18,1.0,1,3,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1342,1,1977,44,9,90.0,100.0,9.0,0.0,2.0,2.0,100.0,10.0,0.0,2,2,2,2.0,2.0,9,2,1.0,3,1,4.0,4.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1345,2,1987,49,4,100.0,100.0,0.0,7.0,1.0,1.0,100.0,20.0,0.0,2,1,6,1.0,2.0,1,2,1.0,3,4,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1347,3,1968,93,800,85.0,85.0,500.0,50.0,500.0,20.0,100.0,50.0,20.0,2,1,2,2.0,2.0,2,2,1.0,1,1,11.0,11.0,4,2.0,2.0,2.0,2.0,2.0,2.0
1348,2,1998,45,14,100.0,100.0,12.0,2.0,7.0,2.0,90.0,10.0,30.0,2,2,5,2.0,2.0,3,2,1.0,3,3,2.0,2.0,7,2.0,2.0,1.0,2.0,2.0,2.0
1353,2,1952,40,8,100.0,100.0,2.0,8.0,2.0,1.0,100.0,0.0,0.0,2,2,2,2.0,2.0,5,2,1.0,3,1,2.0,2.0,3,2.0,2.0,2.0,2.0,2.0,2.0
1354,1,1971,70,24,100.0,100.0,12.0,9.0,11.0,2.0,77.0,8.0,6.0,2,1,50,2.0,1.0,3,23,1.0,1,1,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0
1355,1,1992,103,94,100.0,92.0,38.0,12.0,22.0,2.0,84.0,23.0,11.0,2,1,50,2.0,2.0,5,23,1.0,1,3,3.0,3.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1358,6,1981,50,900,100.0,100.0,250.0,250.0,70.0,20.0,100.0,1.0,0.0,2,2,2,2.0,2.0,1,2,1.0,1,2,2.0,2.0,6,2.0,2.0,1.0,2.0,2.0,2.0
1359,1,1960,168,200,100.0,30.0,40.0,5.0,10.0,4.0,100.0,1.0,0.0,1,1,9,2.0,2.0,2,5,1.0,1,9,2.0,2.0,4,1.0,2.0,1.0,2.0,2.0,2.0
1360,14,1995,55,1574,69.0,70.0,600.0,1420.0,560.0,45.0,100.0,30.0,0.0,2,2,4,2.0,2.0,5,2,1.0,1,2,3.0,3.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1362,1,1972,80,24,100.0,80.0,12.0,4.0,3.0,1.0,94.0,3.0,8.0,2,1,50,2.0,2.0,3,23,1.0,1,8,3.0,3.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1365,1,1974,40,20,100.0,100.0,12.0,10.0,6.0,1.0,60.0,0.0,0.0,2,2,6,2.0,2.0,8,2,1.0,2,3,11.0,11.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1366,995,1968,75,2100,94.0,94.0,1000.0,1420.0,1000.0,100.0,95.0,30.0,0.0,2,1,2,1.0,2.0,2,2,1.0,1,6,2.0,2.0,4,1.0,2.0,1.0,2.0,2.0,2.0
1367,1,1977,70,7,100.0,100.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,2,1,24,2.0,2.0,9,13,1.0,1,5,2.0,2.0,5,2.0,2.0,2.0,2.0,2.0,2.0
1368,1,1969,168,83,100.0,100.0,15.0,2.0,10.0,6.0,100.0,50.0,10.0,1,1,35,1.0,2.0,5,16,1.0,2,3,5.0,5.0,4,1.0,2.0,1.0,1.0,2.0,2.0
1376,5,1990,55,181,100.0,100.0,220.0,50.0,75.0,25.0,100.0,15.0,5.0,2,2,18,2.0,2.0,8,8,1.0,1,1,9.0,9.0,7,2.0,2.0,1.0,2.0,2.0,2.0
1379,1,1984,80,106,75.0,75.0,37.0,22.0,26.0,3.0,94.0,51.0,8.0,2,1,50,2.0,2.0,9,23,1.0,2,1,9.0,9.0,6,2.0,2.0,2.0,2.0,2.0,2.0
1383,3,1965,110,20,95.0,85.0,10.0,2.0,6.0,3.0,80.0,0.0,30.0,2,1,24,2.0,2.0,3,13,1.0,2,1,2.0,2.0,4,1.0,2.0,1.0,1.0,2.0,1.0
1385,1,1979,60,11,33.0,66.0,8.0,6.0,3.0,1.0,100.0,2.0,0.0,2,1,43,2.0,2.0,5,25,1.0,1,3,2.0,2.0,5,2.0,2.0,1.0,1.0,2.0,2.0
1387,4,1952,168,350,75.0,75.0,100.0,15.0,25.0,12.0,100.0,60.0,15.0,1,1,35,1.0,2.0,6,16,1.0,1,1,4.0,4.0,3,1.0,2.0,2.0,2.0,2.0,2.0
1389,1,2004,35,45,100.0,100.0,70.0,170.0,6.0,6.0,100.0,0.0,80.0,2,2,29,1.0,1.0,3,14,1.0,1,8,4.0,4.0,9,1.0,1.0,1.0,1.0,1.0,1.0
1390,3,1977,84,500,100.0,100.0,500.0,250.0,150.0,25.0,100.0,5.0,0.0,2,2,4,1.0,2.0,5,2,1.0,3,1,2.0,2.0,5,1.0,1.0,2.0,2.0,2.0,2.0
1392,5,995,168,850,100.0,100.0,1500.0,655.0,200.0,100.0,100.0,33.0,50.0,1,1,35,1.0,1.0,5,16,1.0,3,1,10.0,10.0,1,1.0,1.0,1.0,1.0,1.0,1.0
1393,2,2000,87,39,100.0,100.0,11.0,3.0,5.0,2.0,87.0,3.0,2.0,2,1,50,2.0,2.0,4,23,1.0,1,3,9.0,9.0,8,2.0,2.0,2.0,2.0,2.0,2.0
1394,1,1996,60,20,30.0,30.0,8.0,6.0,5.0,1.0,100.0,0.0,0.0,2,2,9,2.0,2.0,9,5,1.0,1,2,2.0,2.0,7,2.0,2.0,2.0,2.0,2.0,2.0
1396,3,1980,168,160,100.0,100.0,120.0,21.0,28.0,10.0,100.0,25.0,25.0,1,1,6,2.0,2.0,2,2,1.0,1,5,2.0,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0
